region_1,region_2,technology_1,technology_2,parameter,value
EE,EE,ocgtHydrogen,,capaConvResi,1.25
ES,ES,ocgtHydrogen,,capaConvResi,33.26
FI,FI,ocgtHydrogen,,capaConvResi,0.4
FR,FR,ocgtHydrogen,,capaConvResi,123.35
GR,GR,ocgtHydrogen,,capaConvResi,4.92
HR,HR,ocgtHydrogen,,capaConvResi,4.13
HU,HU,ocgtHydrogen,,capaConvResi,15.99
IE,IE,ocgtHydrogen,,capaConvResi,5.31
IT,IT,ocgtHydrogen,,capaConvResi,57.14
LT,LT,ocgtHydrogen,,capaConvResi,0.2
LU,LU,ocgtHydrogen,,capaConvResi,0.89
LV,LV,ocgtHydrogen,,capaConvResi,3.73
NL,NL,ocgtHydrogen,,capaConvResi,42.66
NO,NO,ocgtHydrogen,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,ocgtHydrogen,,capaConvResi,6.54
PL,PL,ocgtHydrogen,,capaConvResi,22.63
PT,PT,ocgtHydrogen,,capaConvResi,3.24
RO,RO,ocgtHydrogen,,capaConvResi,16.28
SE,SE,ocgtHydrogen,,capaConvResi,6.22
SI,SI,ocgtHydrogen,,capaConvResi,0.61
SK,SK,ocgtHydrogen,,capaConvResi,10.97
TR,TR,ocgtHydrogen,,capaConvResi,28.3
UK,UK,ocgtHydrogen,,capaConvResi,90.9
AT,AT,gasPlant,,capaConvResi,0
BE,BE,gasPlant,,capaConvResi,0
BG,BG,gasPlant,,capaConvResi,0
CH,CH,gasPlant,,capaConvResi,0
CZ,CZ,gasPlant,,capaConvResi,0
DK,DK,gasPlant,,capaConvResi,0
EE,EE,gasPlant,,capaConvResi,0.98
ES,ES,gasPlant,,capaConvResi,24.22
FI,FI,gasPlant,,capaConvResi,22.29
FR,FR,gasPlant,,capaConvResi,0
GR,GR,gasPlant,,capaConvResi,13.09
HR,HR,gasPlant,,capaConvResi,0
HU,HU,gasPlant,,capaConvResi,0
IE,IE,gasPlant,,capaConvResi,0.99
IT,IT,gasPlant,,capaConvResi,0
LT,LT,gasPlant,,capaConvResi,2.64
LU,LU,gasPlant,,capaConvResi,0
LV,LV,gasPlant,,capaConvResi,0.72
NL,NL,gasPlant,,capaConvResi,0
NO,NO,gasPlant,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,gasPlant,,capaConvResi,0
PL,PL,gasPlant,,capaConvResi,21.63
PT,PT,gasPlant,,capaConvResi,6.8
RO,RO,gasPlant,,capaConvResi,0
SE,SE,gasPlant,,capaConvResi,22.9
SI,SI,gasPlant,,capaConvResi,0
SK,SK,gasPlant,,capaConvResi,0
TR,TR,gasPlant,,capaConvResi,79.09
UK,UK,gasPlant,,capaConvResi,0
AT,AT,wind_onshore,onshore_b,capaConvResi,0
BE,BE,wind_onshore,onshore_b,capaConvResi,0
BG,BG,wind_onshore,onshore_b,capaConvResi,0
CH,CH,wind_onshore,onshore_b,capaConvResi,0
CZ,CZ,wind_onshore,onshore_b,capaConvResi,0
DK,DK,wind_onshore,onshore_b,capaConvResi,0
EE,EE,wind_onshore,onshore_b,capaConvResi,1.64
ES,ES,wind_onshore,onshore_b,capaConvResi,0
FI,FI,wind_onshore,onshore_b,capaConvResi,10.5
FR,FR,wind_onshore,onshore_b,capaConvResi,0
GR,GR,wind_onshore,onshore_b,capaConvResi,0
HR,HR,wind_onshore,onshore_b,capaConvResi,0
HU,HU,wind_onshore,onshore_b,capaConvResi,0
IE,IE,wind_onshore,onshore_b,capaConvResi,0
IT,IT,wind_onshore,onshore_b,capaConvResi,0
LT,LT,wind_onshore,onshore_b,capaConvResi,2.36
LU,LU,wind_onshore,onshore_b,capaConvResi,0
LV,LV,wind_onshore,onshore_b,capaConvResi,0
NL,NL,wind_onshore,onshore_b,capaConvResi,0
NO,NO,wind_onshore,onshore_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,wind_onshore,onshore_b,capaConvResi,7.68
PL,PL,wind_onshore,onshore_b,capaConvResi,0
PT,PT,wind_onshore,onshore_b,capaConvResi,1.34
RO,RO,wind_onshore,onshore_b,capaConvResi,0
SE,SE,wind_onshore,onshore_b,capaConvResi,24.98
SI,SI,wind_onshore,onshore_b,capaConvResi,0
SK,SK,wind_onshore,onshore_b,capaConvResi,0
TR,TR,wind_onshore,onshore_b,capaConvResi,43.07
UK,UK,wind_onshore,onshore_b,capaConvResi,51.51
AT,AT,openspace,openspace_b,capaConvResi,31.4
BE,BE,openspace,openspace_b,capaConvResi,64.79
BG,BG,openspace,openspace_b,capaConvResi,18.76
CH,CH,openspace,openspace_b,capaConvResi,60.58
CZ,CZ,openspace,openspace_b,capaConvResi,26.35
DK,DK,openspace,openspace_b,capaConvResi,5.82
EE,EE,openspace,openspace_b,capaConvResi,1.07
ES,ES,openspace,openspace_b,capaConvResi,144.21
FI,FI,openspace,openspace_b,capaConvResi,20.91
FR,FR,openspace,openspace_b,capaConvResi,154.98
GR,GR,openspace,openspace_b,capaConvResi,40.07
HR,HR,openspace,openspace_b,capaConvResi,17.44
HU,HU,openspace,openspace_b,capaConvResi,24.16
IE,IE,openspace,openspace_b,capaConvResi,0
IT,IT,openspace,openspace_b,capaConvResi,145.86
LT,LT,openspace,openspace_b,capaConvResi,3.34
LU,LU,openspace,openspace_b,capaConvResi,2.61
LV,LV,openspace,openspace_b,capaConvResi,3.55
NL,NL,openspace,openspace_b,capaConvResi,81.66
NO,NO,openspace,openspace_b,capaConvResi,14.26
NONEU_Balkan,NONEU_Balkan,openspace,openspace_b,capaConvResi,61.02
PL,PL,openspace,openspace_b,capaConvResi,73.22
PT,PT,openspace,openspace_b,capaConvResi,21.58
RO,RO,openspace,openspace_b,capaConvResi,55.47
SE,SE,openspace,openspace_b,capaConvResi,11.47
SI,SI,openspace,openspace_b,capaConvResi,5.08
SK,SK,openspace,openspace_b,capaConvResi,16.12
TR,TR,openspace,openspace_b,capaConvResi,89.07
UK,UK,openspace,openspace_b,capaConvResi,301.5
AT,AT,biomassPlant,,capaConvResi,0
BE,BE,biomassPlant,,capaConvResi,0
BG,BG,biomassPlant,,capaConvResi,0
CH,CH,biomassPlant,,capaConvResi,0
CZ,CZ,biomassPlant,,capaConvResi,0
DK,DK,biomassPlant,,capaConvResi,0
EE,EE,biomassPlant,,capaConvResi,0
ES,ES,biomassPlant,,capaConvResi,0
FI,FI,biomassPlant,,capaConvResi,0
FR,FR,biomassPlant,,capaConvResi,0
GR,GR,biomassPlant,,capaConvResi,0
HR,HR,biomassPlant,,capaConvResi,0
HU,HU,biomassPlant,,capaConvResi,0
IE,IE,biomassPlant,,capaConvResi,0
IT,IT,biomassPlant,,capaConvResi,0
LT,LT,biomassPlant,,capaConvResi,0
LU,LU,biomassPlant,,capaConvResi,0
LV,LV,biomassPlant,,capaConvResi,0
NL,NL,biomassPlant,,capaConvResi,0
NO,NO,biomassPlant,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,biomassPlant,,capaConvResi,0
PL,PL,biomassPlant,,capaConvResi,0
PT,PT,biomassPlant,,capaConvResi,0
RO,RO,biomassPlant,,capaConvResi,0
SE,SE,biomassPlant,,capaConvResi,0
SI,SI,biomassPlant,,capaConvResi,0
SK,SK,biomassPlant,,capaConvResi,0
TR,TR,biomassPlant,,capaConvResi,0
UK,UK,biomassPlant,,capaConvResi,0
AT,AT,battery,grid,capaStOutResi,2.36
BE,BE,battery,grid,capaStOutResi,17.42
BG,BG,battery,grid,capaStOutResi,9.69
CH,CH,battery,grid,capaStOutResi,3.53
CZ,CZ,battery,grid,capaStOutResi,11.43
DK,DK,battery,grid,capaStOutResi,1.17
EE,EE,battery,grid,capaStOutResi,0.68
ES,ES,battery,grid,capaStOutResi,24.32
FI,FI,battery,grid,capaStOutResi,5.79
FR,FR,battery,grid,capaStOutResi,27.1
GR,GR,battery,grid,capaStOutResi,14.36
HR,HR,battery,grid,capaStOutResi,7.19
HU,HU,battery,grid,capaStOutResi,10.9
IE,IE,battery,grid,capaStOutResi,4.37
IT,IT,battery,grid,capaStOutResi,16.51
LT,LT,battery,grid,capaStOutResi,0.45
LU,LU,battery,grid,capaStOutResi,0.02
LV,LV,battery,grid,capaStOutResi,0.76
NL,NL,battery,grid,capaStOutResi,23.49
NO,NO,battery,grid,capaStOutResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStOutResi,16.53
PL,PL,battery,grid,capaStOutResi,30.56
PT,PT,battery,grid,capaStOutResi,9.12
RO,RO,battery,grid,capaStOutResi,22.46
SE,SE,battery,grid,capaStOutResi,2.18
SI,SI,battery,grid,capaStOutResi,1.16
SK,SK,battery,grid,capaStOutResi,7.74
TR,TR,battery,grid,capaStOutResi,19.09
UK,UK,battery,grid,capaStOutResi,45.37
AT,AT,battery,grid,capaStSizeResi,4.72
BE,BE,battery,grid,capaStSizeResi,34.85
BG,BG,battery,grid,capaStSizeResi,19.38
CH,CH,battery,grid,capaStSizeResi,7.07
CZ,CZ,battery,grid,capaStSizeResi,22.86
DK,DK,battery,grid,capaStSizeResi,2.35
EE,EE,battery,grid,capaStSizeResi,1.37
ES,ES,battery,grid,capaStSizeResi,48.65
FI,FI,battery,grid,capaStSizeResi,11.58
FR,FR,battery,grid,capaStSizeResi,54.2
GR,GR,battery,grid,capaStSizeResi,28.72
HR,HR,battery,grid,capaStSizeResi,14.39
HU,HU,battery,grid,capaStSizeResi,21.81
IE,IE,battery,grid,capaStSizeResi,8.75
IT,IT,battery,grid,capaStSizeResi,33.02
LT,LT,battery,grid,capaStSizeResi,0.9
LU,LU,battery,grid,capaStSizeResi,0.05
LV,LV,battery,grid,capaStSizeResi,1.53
NL,NL,battery,grid,capaStSizeResi,46.99
NO,NO,battery,grid,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStSizeResi,33.07
PL,PL,battery,grid,capaStSizeResi,61.13
PT,PT,battery,grid,capaStSizeResi,18.24
RO,RO,battery,grid,capaStSizeResi,44.92
SE,SE,battery,grid,capaStSizeResi,4.37
SI,SI,battery,grid,capaStSizeResi,2.33
SK,SK,battery,grid,capaStSizeResi,15.48
TR,TR,battery,grid,capaStSizeResi,38.19
UK,UK,battery,grid,capaStSizeResi,90.75
AT,AT,battery,grid,capaStInResi,2.36
BE,BE,battery,grid,capaStInResi,17.42
BG,BG,battery,grid,capaStInResi,9.69
CH,CH,battery,grid,capaStInResi,3.53
CZ,CZ,battery,grid,capaStInResi,11.43
DK,DK,battery,grid,capaStInResi,1.17
EE,EE,battery,grid,capaStInResi,0.68
ES,ES,battery,grid,capaStInResi,24.32
FI,FI,battery,grid,capaStInResi,5.79
FR,FR,battery,grid,capaStInResi,27.1
GR,GR,battery,grid,capaStInResi,14.36
HR,HR,battery,grid,capaStInResi,7.19
HU,HU,battery,grid,capaStInResi,10.9
IE,IE,battery,grid,capaStInResi,4.37
IT,IT,battery,grid,capaStInResi,16.51
LT,LT,battery,grid,capaStInResi,0.45
LU,LU,battery,grid,capaStInResi,0.02
LV,LV,battery,grid,capaStInResi,0.76
NL,NL,battery,grid,capaStInResi,23.49
NO,NO,battery,grid,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStInResi,16.53
PL,PL,battery,grid,capaStInResi,30.56
PT,PT,battery,grid,capaStInResi,9.12
RO,RO,battery,grid,capaStInResi,22.46
SE,SE,battery,grid,capaStInResi,2.18
SI,SI,battery,grid,capaStInResi,1.16
SK,SK,battery,grid,capaStInResi,7.74
TR,TR,battery,grid,capaStInResi,19.09
UK,UK,battery,grid,capaStInResi,45.37
AT,AT,electricIndustryHeating,,capaConvResi,100
BE,BE,electricIndustryHeating,,capaConvResi,100
BG,BG,electricIndustryHeating,,capaConvResi,100
CH,CH,electricIndustryHeating,,capaConvResi,100
CZ,CZ,electricIndustryHeating,,capaConvResi,100
DK,DK,electricIndustryHeating,,capaConvResi,100
EE,EE,electricIndustryHeating,,capaConvResi,100
ES,ES,electricIndustryHeating,,capaConvResi,100
FI,FI,electricIndustryHeating,,capaConvResi,100
FR,FR,electricIndustryHeating,,capaConvResi,100
GR,GR,electricIndustryHeating,,capaConvResi,100
HR,HR,electricIndustryHeating,,capaConvResi,100
HU,HU,electricIndustryHeating,,capaConvResi,100
IE,IE,electricIndustryHeating,,capaConvResi,100
IT,IT,electricIndustryHeating,,capaConvResi,100
LT,LT,electricIndustryHeating,,capaConvResi,100
LU,LU,electricIndustryHeating,,capaConvResi,100
LV,LV,electricIndustryHeating,,capaConvResi,100
NL,NL,electricIndustryHeating,,capaConvResi,100
NO,NO,electricIndustryHeating,,capaConvResi,100
NONEU_Balkan,NONEU_Balkan,electricIndustryHeating,,capaConvResi,100
PL,PL,electricIndustryHeating,,capaConvResi,100
PT,PT,electricIndustryHeating,,capaConvResi,100
RO,RO,electricIndustryHeating,,capaConvResi,100
SE,SE,electricIndustryHeating,,capaConvResi,100
SI,SI,electricIndustryHeating,,capaConvResi,100
SK,SK,electricIndustryHeating,,capaConvResi,100
TR,TR,electricIndustryHeating,,capaConvResi,100
UK,UK,electricIndustryHeating,,capaConvResi,100
AT,AT,caes,,capaStOutResi,0
BE,BE,caes,,capaStOutResi,0
BG,BG,caes,,capaStOutResi,0
CH,CH,caes,,capaStOutResi,0
CZ,CZ,caes,,capaStOutResi,0
DK,DK,caes,,capaStOutResi,0
EE,EE,caes,,capaStOutResi,0
ES,ES,caes,,capaStOutResi,0
FI,FI,caes,,capaStOutResi,0
FR,FR,caes,,capaStOutResi,0
GR,GR,caes,,capaStOutResi,0
HR,HR,caes,,capaStOutResi,0
HU,HU,caes,,capaStOutResi,0
IE,IE,caes,,capaStOutResi,0
IT,IT,caes,,capaStOutResi,0
LT,LT,caes,,capaStOutResi,0
LU,LU,caes,,capaStOutResi,0
LV,LV,caes,,capaStOutResi,0
NL,NL,caes,,capaStOutResi,0
NO,NO,caes,,capaStOutResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStOutResi,0
PL,PL,caes,,capaStOutResi,0
PT,PT,caes,,capaStOutResi,0
RO,RO,caes,,capaStOutResi,0
SE,SE,caes,,capaStOutResi,0
SI,SI,caes,,capaStOutResi,0
SK,SK,caes,,capaStOutResi,0
TR,TR,caes,,capaStOutResi,0
UK,UK,caes,,capaStOutResi,0
AT,AT,caes,,capaStSizeResi,0
BE,BE,caes,,capaStSizeResi,0
BG,BG,caes,,capaStSizeResi,0
CH,CH,caes,,capaStSizeResi,0
CZ,CZ,caes,,capaStSizeResi,0
DK,DK,caes,,capaStSizeResi,0
EE,EE,caes,,capaStSizeResi,0
ES,ES,caes,,capaStSizeResi,0
FI,FI,caes,,capaStSizeResi,0
FR,FR,caes,,capaStSizeResi,0
GR,GR,caes,,capaStSizeResi,0
HR,HR,caes,,capaStSizeResi,0
HU,HU,caes,,capaStSizeResi,0
IE,IE,caes,,capaStSizeResi,0
IT,IT,caes,,capaStSizeResi,0
LT,LT,caes,,capaStSizeResi,0
LU,LU,caes,,capaStSizeResi,0
LV,LV,caes,,capaStSizeResi,0
NL,NL,caes,,capaStSizeResi,0
NO,NO,caes,,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStSizeResi,0
PL,PL,caes,,capaStSizeResi,0
PT,PT,caes,,capaStSizeResi,0
RO,RO,caes,,capaStSizeResi,0
SE,SE,caes,,capaStSizeResi,0
SI,SI,caes,,capaStSizeResi,0
SK,SK,caes,,capaStSizeResi,0
TR,TR,caes,,capaStSizeResi,0
UK,UK,caes,,capaStSizeResi,0
AT,AT,caes,,capaStInResi,0
BE,BE,caes,,capaStInResi,0
BG,BG,caes,,capaStInResi,0
CH,CH,caes,,capaStInResi,0
CZ,CZ,caes,,capaStInResi,0
DK,DK,caes,,capaStInResi,0
EE,EE,caes,,capaStInResi,0
ES,ES,caes,,capaStInResi,0
FI,FI,caes,,capaStInResi,0
FR,FR,caes,,capaStInResi,0
GR,GR,caes,,capaStInResi,0
HR,HR,caes,,capaStInResi,0
HU,HU,caes,,capaStInResi,0
IE,IE,caes,,capaStInResi,0
IT,IT,caes,,capaStInResi,0
LT,LT,caes,,capaStInResi,0
LU,LU,caes,,capaStInResi,0
LV,LV,caes,,capaStInResi,0
NL,NL,caes,,capaStInResi,0
NO,NO,caes,,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStInResi,0
PL,PL,caes,,capaStInResi,0
PT,PT,caes,,capaStInResi,0
RO,RO,caes,,capaStInResi,0
SE,SE,caes,,capaStInResi,0
SI,SI,caes,,capaStInResi,0
SK,SK,caes,,capaStInResi,0
TR,TR,caes,,capaStInResi,0
UK,UK,caes,,capaStInResi,0
AT,AT,rooftop,rooftop_b,capaConvResi,2.54
BE,BE,rooftop,rooftop_b,capaConvResi,2.88
BG,BG,rooftop,rooftop_b,capaConvResi,17.16
CH,CH,rooftop,rooftop_b,capaConvResi,0
CZ,CZ,rooftop,rooftop_b,capaConvResi,15.62
DK,DK,rooftop,rooftop_b,capaConvResi,3.34
EE,EE,rooftop,rooftop_b,capaConvResi,1.76
ES,ES,rooftop,rooftop_b,capaConvResi,79.35
FI,FI,rooftop,rooftop_b,capaConvResi,0.26
FR,FR,rooftop,rooftop_b,capaConvResi,133.68
GR,GR,rooftop,rooftop_b,capaConvResi,4.63
HR,HR,rooftop,rooftop_b,capaConvResi,11.72
HU,HU,rooftop,rooftop_b,capaConvResi,27.03
IE,IE,rooftop,rooftop_b,capaConvResi,0
IT,IT,rooftop,rooftop_b,capaConvResi,92.58
LT,LT,rooftop,rooftop_b,capaConvResi,1.35
LU,LU,rooftop,rooftop_b,capaConvResi,0
LV,LV,rooftop,rooftop_b,capaConvResi,1.18
NL,NL,rooftop,rooftop_b,capaConvResi,15.68
NO,NO,rooftop,rooftop_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_b,capaConvResi,0
PL,PL,rooftop,rooftop_b,capaConvResi,53.21
PT,PT,rooftop,rooftop_b,capaConvResi,14.39
RO,RO,rooftop,rooftop_b,capaConvResi,27.35
SE,SE,rooftop,rooftop_b,capaConvResi,4.72
SI,SI,rooftop,rooftop_b,capaConvResi,0.34
SK,SK,rooftop,rooftop_b,capaConvResi,9.89
TR,TR,rooftop,rooftop_b,capaConvResi,5.79
UK,UK,rooftop,rooftop_b,capaConvResi,0
AT,AT,rooftop,rooftop_a,capaConvResi,2.54
BE,BE,rooftop,rooftop_a,capaConvResi,2.88
BG,BG,rooftop,rooftop_a,capaConvResi,17.16
CH,CH,rooftop,rooftop_a,capaConvResi,0
CZ,CZ,rooftop,rooftop_a,capaConvResi,15.62
DK,DK,rooftop,rooftop_a,capaConvResi,3.34
EE,EE,rooftop,rooftop_a,capaConvResi,1.76
ES,ES,rooftop,rooftop_a,capaConvResi,79.34
FI,FI,rooftop,rooftop_a,capaConvResi,0.26
FR,FR,rooftop,rooftop_a,capaConvResi,146.24
GR,GR,rooftop,rooftop_a,capaConvResi,4.63
HR,HR,rooftop,rooftop_a,capaConvResi,11.72
HU,HU,rooftop,rooftop_a,capaConvResi,27.03
IE,IE,rooftop,rooftop_a,capaConvResi,0
IT,IT,rooftop,rooftop_a,capaConvResi,92.57
LT,LT,rooftop,rooftop_a,capaConvResi,1.35
LU,LU,rooftop,rooftop_a,capaConvResi,0
LV,LV,rooftop,rooftop_a,capaConvResi,1.18
NL,NL,rooftop,rooftop_a,capaConvResi,15.68
NO,NO,rooftop,rooftop_a,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_a,capaConvResi,0
PL,PL,rooftop,rooftop_a,capaConvResi,54.42
PT,PT,rooftop,rooftop_a,capaConvResi,14.39
RO,RO,rooftop,rooftop_a,capaConvResi,27.35
SE,SE,rooftop,rooftop_a,capaConvResi,4.72
SI,SI,rooftop,rooftop_a,capaConvResi,0.34
SK,SK,rooftop,rooftop_a,capaConvResi,9.89
TR,TR,rooftop,rooftop_a,capaConvResi,10.23
UK,UK,rooftop,rooftop_a,capaConvResi,0
AT,AT,electricMobility,,capaConvResi,100
BE,BE,electricMobility,,capaConvResi,100
BG,BG,electricMobility,,capaConvResi,100
CH,CH,electricMobility,,capaConvResi,100
CZ,CZ,electricMobility,,capaConvResi,100
DK,DK,electricMobility,,capaConvResi,100
EE,EE,electricMobility,,capaConvResi,100
ES,ES,electricMobility,,capaConvResi,100
FI,FI,electricMobility,,capaConvResi,100
FR,FR,electricMobility,,capaConvResi,100
GR,GR,electricMobility,,capaConvResi,100
HR,HR,electricMobility,,capaConvResi,100
HU,HU,electricMobility,,capaConvResi,100
IE,IE,electricMobility,,capaConvResi,100
IT,IT,electricMobility,,capaConvResi,100
LT,LT,electricMobility,,capaConvResi,100
LU,LU,electricMobility,,capaConvResi,100
LV,LV,electricMobility,,capaConvResi,100
NL,NL,electricMobility,,capaConvResi,100
NO,NO,electricMobility,,capaConvResi,100
NONEU_Balkan,NONEU_Balkan,electricMobility,,capaConvResi,100
PL,PL,electricMobility,,capaConvResi,100
PT,PT,electricMobility,,capaConvResi,100
RO,RO,electricMobility,,capaConvResi,100
SE,SE,electricMobility,,capaConvResi,100
SI,SI,electricMobility,,capaConvResi,100
SK,SK,electricMobility,,capaConvResi,100
TR,TR,electricMobility,,capaConvResi,100
UK,UK,electricMobility,,capaConvResi,100
