region_1,region_2,technology_1,technology_2,parameter,value
AT,AT,biomassPlant,,capaConvResi,0.0
BE,BE,biomassPlant,,capaConvResi,0.0
BG,BG,biomassPlant,,capaConvResi,0.0
CH,CH,biomassPlant,,capaConvResi,0.0
CZ,CZ,biomassPlant,,capaConvResi,0.0
DK,DK,biomassPlant,,capaConvResi,0.0
EE,EE,biomassPlant,,capaConvResi,0.0
ES,ES,biomassPlant,,capaConvResi,0.0
FI,FI,biomassPlant,,capaConvResi,0.0
FR,FR,biomassPlant,,capaConvResi,0.0
GR,GR,biomassPlant,,capaConvResi,0.0
HR,HR,biomassPlant,,capaConvResi,0.0
HU,HU,biomassPlant,,capaConvResi,0.0
IE,IE,biomassPlant,,capaConvResi,0.0
IT,IT,biomassPlant,,capaConvResi,0.0
LT,LT,biomassPlant,,capaConvResi,0.0
LU,LU,biomassPlant,,capaConvResi,0.0
LV,LV,biomassPlant,,capaConvResi,0.0
NL,NL,biomassPlant,,capaConvResi,0.0
NO,NO,biomassPlant,,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,biomassPlant,,capaConvResi,0.0
PL,PL,biomassPlant,,capaConvResi,0.0
PT,PT,biomassPlant,,capaConvResi,0.0
RO,RO,biomassPlant,,capaConvResi,0.0
SE,SE,biomassPlant,,capaConvResi,0.0
SI,SI,biomassPlant,,capaConvResi,0.0
SK,SK,biomassPlant,,capaConvResi,0.0
TR,TR,biomassPlant,,capaConvResi,0.0
UK,UK,biomassPlant,,capaConvResi,0.0
AT,AT,battery,grid,capaStOutResi,0.0
BE,BE,battery,grid,capaStOutResi,0.0
BG,BG,battery,grid,capaStOutResi,0.0
CH,CH,battery,grid,capaStOutResi,0.0
CZ,CZ,battery,grid,capaStOutResi,0.0
DK,DK,battery,grid,capaStOutResi,0.0
EE,EE,battery,grid,capaStOutResi,0.0
ES,ES,battery,grid,capaStOutResi,0.0
FI,FI,battery,grid,capaStOutResi,0.0
FR,FR,battery,grid,capaStOutResi,0.0
GR,GR,battery,grid,capaStOutResi,0.0
HR,HR,battery,grid,capaStOutResi,0.0
HU,HU,battery,grid,capaStOutResi,0.0
IE,IE,battery,grid,capaStOutResi,0.0
IT,IT,battery,grid,capaStOutResi,0.0
LT,LT,battery,grid,capaStOutResi,0.0
LU,LU,battery,grid,capaStOutResi,0.0
LV,LV,battery,grid,capaStOutResi,0.0
NL,NL,battery,grid,capaStOutResi,0.0
NO,NO,battery,grid,capaStOutResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStOutResi,0.0
PL,PL,battery,grid,capaStOutResi,0.0
PT,PT,battery,grid,capaStOutResi,0.0
RO,RO,battery,grid,capaStOutResi,0.0
SE,SE,battery,grid,capaStOutResi,0.0
SI,SI,battery,grid,capaStOutResi,0.0
SK,SK,battery,grid,capaStOutResi,0.0
TR,TR,battery,grid,capaStOutResi,0.0
UK,UK,battery,grid,capaStOutResi,0.0
AT,AT,battery,grid,capaStSizeResi,0.0
BE,BE,battery,grid,capaStSizeResi,0.0
BG,BG,battery,grid,capaStSizeResi,0.0
CH,CH,battery,grid,capaStSizeResi,0.0
CZ,CZ,battery,grid,capaStSizeResi,0.0
DK,DK,battery,grid,capaStSizeResi,0.0
EE,EE,battery,grid,capaStSizeResi,0.0
ES,ES,battery,grid,capaStSizeResi,0.0
FI,FI,battery,grid,capaStSizeResi,0.0
FR,FR,battery,grid,capaStSizeResi,0.0
GR,GR,battery,grid,capaStSizeResi,0.0
HR,HR,battery,grid,capaStSizeResi,0.0
HU,HU,battery,grid,capaStSizeResi,0.0
IE,IE,battery,grid,capaStSizeResi,0.0
IT,IT,battery,grid,capaStSizeResi,0.0
LT,LT,battery,grid,capaStSizeResi,0.0
LU,LU,battery,grid,capaStSizeResi,0.0
LV,LV,battery,grid,capaStSizeResi,0.0
NL,NL,battery,grid,capaStSizeResi,0.0
NO,NO,battery,grid,capaStSizeResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStSizeResi,0.0
PL,PL,battery,grid,capaStSizeResi,0.0
PT,PT,battery,grid,capaStSizeResi,0.0
RO,RO,battery,grid,capaStSizeResi,0.0
SE,SE,battery,grid,capaStSizeResi,0.0
SI,SI,battery,grid,capaStSizeResi,0.0
SK,SK,battery,grid,capaStSizeResi,0.0
TR,TR,battery,grid,capaStSizeResi,0.0
UK,UK,battery,grid,capaStSizeResi,0.0
AT,AT,battery,grid,capaStInResi,0.0
BE,BE,battery,grid,capaStInResi,0.0
BG,BG,battery,grid,capaStInResi,0.0
CH,CH,battery,grid,capaStInResi,0.0
CZ,CZ,battery,grid,capaStInResi,0.0
DK,DK,battery,grid,capaStInResi,0.0
EE,EE,battery,grid,capaStInResi,0.0
ES,ES,battery,grid,capaStInResi,0.0
FI,FI,battery,grid,capaStInResi,0.0
FR,FR,battery,grid,capaStInResi,0.0
GR,GR,battery,grid,capaStInResi,0.0
HR,HR,battery,grid,capaStInResi,0.0
HU,HU,battery,grid,capaStInResi,0.0
IE,IE,battery,grid,capaStInResi,0.0
IT,IT,battery,grid,capaStInResi,0.0
LT,LT,battery,grid,capaStInResi,0.0
LU,LU,battery,grid,capaStInResi,0.0
LV,LV,battery,grid,capaStInResi,0.0
NL,NL,battery,grid,capaStInResi,0.0
NO,NO,battery,grid,capaStInResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStInResi,0.0
PL,PL,battery,grid,capaStInResi,0.0
PT,PT,battery,grid,capaStInResi,0.0
RO,RO,battery,grid,capaStInResi,0.0
SE,SE,battery,grid,capaStInResi,0.0
SI,SI,battery,grid,capaStInResi,0.0
SK,SK,battery,grid,capaStInResi,0.0
TR,TR,battery,grid,capaStInResi,0.0
UK,UK,battery,grid,capaStInResi,0.0
AT,AT,electricIndustryHeating,,capaConvResi,100.0
BE,BE,electricIndustryHeating,,capaConvResi,100.0
BG,BG,electricIndustryHeating,,capaConvResi,100.0
CH,CH,electricIndustryHeating,,capaConvResi,100.0
CZ,CZ,electricIndustryHeating,,capaConvResi,100.0
DK,DK,electricIndustryHeating,,capaConvResi,100.0
EE,EE,electricIndustryHeating,,capaConvResi,100.0
ES,ES,electricIndustryHeating,,capaConvResi,100.0
FI,FI,electricIndustryHeating,,capaConvResi,100.0
FR,FR,electricIndustryHeating,,capaConvResi,100.0
GR,GR,electricIndustryHeating,,capaConvResi,100.0
HR,HR,electricIndustryHeating,,capaConvResi,100.0
HU,HU,electricIndustryHeating,,capaConvResi,100.0
IE,IE,electricIndustryHeating,,capaConvResi,100.0
IT,IT,electricIndustryHeating,,capaConvResi,100.0
LT,LT,electricIndustryHeating,,capaConvResi,100.0
LU,LU,electricIndustryHeating,,capaConvResi,100.0
LV,LV,electricIndustryHeating,,capaConvResi,100.0
NL,NL,electricIndustryHeating,,capaConvResi,100.0
NO,NO,electricIndustryHeating,,capaConvResi,100.0
NONEU_Balkan,NONEU_Balkan,electricIndustryHeating,,capaConvResi,100.0
PL,PL,electricIndustryHeating,,capaConvResi,100.0
PT,PT,electricIndustryHeating,,capaConvResi,100.0
RO,RO,electricIndustryHeating,,capaConvResi,100.0
SE,SE,electricIndustryHeating,,capaConvResi,100.0
SI,SI,electricIndustryHeating,,capaConvResi,100.0
SK,SK,electricIndustryHeating,,capaConvResi,100.0
TR,TR,electricIndustryHeating,,capaConvResi,100.0
UK,UK,electricIndustryHeating,,capaConvResi,100.0
AT,AT,caes,,capaStOutResi,0.0
BE,BE,caes,,capaStOutResi,0.0
BG,BG,caes,,capaStOutResi,0.0
CH,CH,caes,,capaStOutResi,0.0
CZ,CZ,caes,,capaStOutResi,0.0
DK,DK,caes,,capaStOutResi,0.0
EE,EE,caes,,capaStOutResi,0.0
ES,ES,caes,,capaStOutResi,0.0
FI,FI,caes,,capaStOutResi,0.87
FR,FR,caes,,capaStOutResi,0.0
GR,GR,caes,,capaStOutResi,0.0
HR,HR,caes,,capaStOutResi,0.0
HU,HU,caes,,capaStOutResi,0.0
IE,IE,caes,,capaStOutResi,0.0
IT,IT,caes,,capaStOutResi,0.0
LT,LT,caes,,capaStOutResi,0.0
LU,LU,caes,,capaStOutResi,0.0
LV,LV,caes,,capaStOutResi,0.0
NL,NL,caes,,capaStOutResi,0.0
NO,NO,caes,,capaStOutResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStOutResi,0.0
PL,PL,caes,,capaStOutResi,0.0
PT,PT,caes,,capaStOutResi,0.0
RO,RO,caes,,capaStOutResi,0.0
SE,SE,caes,,capaStOutResi,1.97
SI,SI,caes,,capaStOutResi,0.0
SK,SK,caes,,capaStOutResi,0.0
TR,TR,caes,,capaStOutResi,0.0
UK,UK,caes,,capaStOutResi,0.0
AT,AT,caes,,capaStSizeResi,0.0
BE,BE,caes,,capaStSizeResi,0.0
BG,BG,caes,,capaStSizeResi,0.0
CH,CH,caes,,capaStSizeResi,0.0
CZ,CZ,caes,,capaStSizeResi,0.0
DK,DK,caes,,capaStSizeResi,0.0
EE,EE,caes,,capaStSizeResi,0.0
ES,ES,caes,,capaStSizeResi,0.0
FI,FI,caes,,capaStSizeResi,21.26
FR,FR,caes,,capaStSizeResi,0.0
GR,GR,caes,,capaStSizeResi,0.0
HR,HR,caes,,capaStSizeResi,0.0
HU,HU,caes,,capaStSizeResi,0.0
IE,IE,caes,,capaStSizeResi,0.0
IT,IT,caes,,capaStSizeResi,0.0
LT,LT,caes,,capaStSizeResi,0.0
LU,LU,caes,,capaStSizeResi,0.0
LV,LV,caes,,capaStSizeResi,0.0
NL,NL,caes,,capaStSizeResi,0.0
NO,NO,caes,,capaStSizeResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStSizeResi,0.0
PL,PL,caes,,capaStSizeResi,0.0
PT,PT,caes,,capaStSizeResi,0.0
RO,RO,caes,,capaStSizeResi,0.0
SE,SE,caes,,capaStSizeResi,47.77
SI,SI,caes,,capaStSizeResi,0.0
SK,SK,caes,,capaStSizeResi,0.0
TR,TR,caes,,capaStSizeResi,0.0
UK,UK,caes,,capaStSizeResi,0.0
AT,AT,caes,,capaStInResi,0.0
BE,BE,caes,,capaStInResi,0.0
BG,BG,caes,,capaStInResi,0.0
CH,CH,caes,,capaStInResi,0.0
CZ,CZ,caes,,capaStInResi,0.0
DK,DK,caes,,capaStInResi,0.0
EE,EE,caes,,capaStInResi,0.0
ES,ES,caes,,capaStInResi,0.0
FI,FI,caes,,capaStInResi,0.35
FR,FR,caes,,capaStInResi,0.0
GR,GR,caes,,capaStInResi,0.0
HR,HR,caes,,capaStInResi,0.0
HU,HU,caes,,capaStInResi,0.0
IE,IE,caes,,capaStInResi,0.0
IT,IT,caes,,capaStInResi,0.0
LT,LT,caes,,capaStInResi,0.0
LU,LU,caes,,capaStInResi,0.0
LV,LV,caes,,capaStInResi,0.0
NL,NL,caes,,capaStInResi,0.0
NO,NO,caes,,capaStInResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStInResi,0.0
PL,PL,caes,,capaStInResi,0.0
PT,PT,caes,,capaStInResi,0.0
RO,RO,caes,,capaStInResi,0.0
SE,SE,caes,,capaStInResi,0.79
SI,SI,caes,,capaStInResi,0.0
SK,SK,caes,,capaStInResi,0.0
TR,TR,caes,,capaStInResi,0.0
UK,UK,caes,,capaStInResi,0.0
AT,AT,rooftop,rooftop_b,capaConvResi,8.53
BE,BE,rooftop,rooftop_b,capaConvResi,6.21
BG,BG,rooftop,rooftop_b,capaConvResi,11.58
CH,CH,rooftop,rooftop_b,capaConvResi,5.37
CZ,CZ,rooftop,rooftop_b,capaConvResi,11.27
DK,DK,rooftop,rooftop_b,capaConvResi,0.0
EE,EE,rooftop,rooftop_b,capaConvResi,0.0
ES,ES,rooftop,rooftop_b,capaConvResi,64.96
FI,FI,rooftop,rooftop_b,capaConvResi,0.0
FR,FR,rooftop,rooftop_b,capaConvResi,73.44
GR,GR,rooftop,rooftop_b,capaConvResi,18.32
HR,HR,rooftop,rooftop_b,capaConvResi,3.67
HU,HU,rooftop,rooftop_b,capaConvResi,12.02
IE,IE,rooftop,rooftop_b,capaConvResi,0.0
IT,IT,rooftop,rooftop_b,capaConvResi,47.0
LT,LT,rooftop,rooftop_b,capaConvResi,0.0
LU,LU,rooftop,rooftop_b,capaConvResi,0.54
LV,LV,rooftop,rooftop_b,capaConvResi,0.0
NL,NL,rooftop,rooftop_b,capaConvResi,9.28
NO,NO,rooftop,rooftop_b,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_b,capaConvResi,24.47
PL,PL,rooftop,rooftop_b,capaConvResi,36.46
PT,PT,rooftop,rooftop_b,capaConvResi,10.26
RO,RO,rooftop,rooftop_b,capaConvResi,32.18
SE,SE,rooftop,rooftop_b,capaConvResi,0.0
SI,SI,rooftop,rooftop_b,capaConvResi,1.59
SK,SK,rooftop,rooftop_b,capaConvResi,5.2
TR,TR,rooftop,rooftop_b,capaConvResi,14.17
UK,UK,rooftop,rooftop_b,capaConvResi,0.0
AT,AT,rooftop,rooftop_a,capaConvResi,8.64
BE,BE,rooftop,rooftop_a,capaConvResi,6.34
BG,BG,rooftop,rooftop_a,capaConvResi,11.76
CH,CH,rooftop,rooftop_a,capaConvResi,5.62
CZ,CZ,rooftop,rooftop_a,capaConvResi,8.97
DK,DK,rooftop,rooftop_a,capaConvResi,0.0
EE,EE,rooftop,rooftop_a,capaConvResi,0.0
ES,ES,rooftop,rooftop_a,capaConvResi,67.22
FI,FI,rooftop,rooftop_a,capaConvResi,0.0
FR,FR,rooftop,rooftop_a,capaConvResi,75.29
GR,GR,rooftop,rooftop_a,capaConvResi,19.05
HR,HR,rooftop,rooftop_a,capaConvResi,4.21
HU,HU,rooftop,rooftop_a,capaConvResi,14.1
IE,IE,rooftop,rooftop_a,capaConvResi,0.0
IT,IT,rooftop,rooftop_a,capaConvResi,47.34
LT,LT,rooftop,rooftop_a,capaConvResi,0.0
LU,LU,rooftop,rooftop_a,capaConvResi,0.26
LV,LV,rooftop,rooftop_a,capaConvResi,0.0
NL,NL,rooftop,rooftop_a,capaConvResi,9.75
NO,NO,rooftop,rooftop_a,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_a,capaConvResi,24.82
PL,PL,rooftop,rooftop_a,capaConvResi,42.74
PT,PT,rooftop,rooftop_a,capaConvResi,10.64
RO,RO,rooftop,rooftop_a,capaConvResi,32.87
SE,SE,rooftop,rooftop_a,capaConvResi,0.0
SI,SI,rooftop,rooftop_a,capaConvResi,1.6
SK,SK,rooftop,rooftop_a,capaConvResi,5.41
TR,TR,rooftop,rooftop_a,capaConvResi,14.4
UK,UK,rooftop,rooftop_a,capaConvResi,0.0
AT,AT,electricMobility,,capaConvResi,100.0
BE,BE,electricMobility,,capaConvResi,100.0
BG,BG,electricMobility,,capaConvResi,100.0
CH,CH,electricMobility,,capaConvResi,100.0
CZ,CZ,electricMobility,,capaConvResi,100.0
DK,DK,electricMobility,,capaConvResi,100.0
EE,EE,electricMobility,,capaConvResi,100.0
ES,ES,electricMobility,,capaConvResi,100.0
FI,FI,electricMobility,,capaConvResi,100.0
FR,FR,electricMobility,,capaConvResi,100.0
GR,GR,electricMobility,,capaConvResi,100.0
HR,HR,electricMobility,,capaConvResi,100.0
HU,HU,electricMobility,,capaConvResi,100.0
IE,IE,electricMobility,,capaConvResi,100.0
IT,IT,electricMobility,,capaConvResi,100.0
LT,LT,electricMobility,,capaConvResi,100.0
LU,LU,electricMobility,,capaConvResi,100.0
LV,LV,electricMobility,,capaConvResi,100.0
NL,NL,electricMobility,,capaConvResi,100.0
NO,NO,electricMobility,,capaConvResi,100.0
NONEU_Balkan,NONEU_Balkan,electricMobility,,capaConvResi,100.0
PL,PL,electricMobility,,capaConvResi,100.0
PT,PT,electricMobility,,capaConvResi,100.0
RO,RO,electricMobility,,capaConvResi,100.0
SE,SE,electricMobility,,capaConvResi,100.0
SI,SI,electricMobility,,capaConvResi,100.0
SK,SK,electricMobility,,capaConvResi,100.0
TR,TR,electricMobility,,capaConvResi,100.0
UK,UK,electricMobility,,capaConvResi,100.0
